Part type,Part name,Rank,StackHeight,CA Mirror,Data mask,Address width,Row width,Column width,Bank width,Bank group width,CS width,CKE width,ODT width,CK width,Memory speed grade,Memory density,Component density,Memory device width,Memory component width,Data bits per strobe,IO Voltages,Data widths,Min period,Max period,tCKE,tFAW,tFAW_dlr,tMRD,tRAS,tRCD,tREFI,tRFC,tRFC_dlr,tRP,tRRD_S,tRRD_L,tRRD_dlr,tRTP,tWR,tWTR_S,tWTR_L,tXPR,tZQCS,tZQINIT,tCCD_3ds,cas latency,cas write latency,burst length
RDIMMs,MTA18ASF2G72PZ-2G3ET,1,1,0,0,17,17,10,2,2,1,1,1,1,83,16GB,8Gb,72,4,4,1.2V,72,833,1600,5000 ps,13328 ps,0,8 tck,32487 ps,14161 ps,3900000 ps,350000 ps,0,14161 ps,3332 ps,4998 ps,0,7500 ps,15000 ps,2500 ps,7500 ps,360 ns,128 tck,1024 tck,0,17,12,8

